date,district,rainfall,wind_speed,temperature,humidity,soil_moisture,region,pop_density,slope,coastal,vulnerability_index,river_level,disaster_type,hazard_score,risk_level
20259999,Ahmednagar,174.1,27.8,20.1,94.6,0.91,Nashik Division,266,4,0,0.68,-0.62,Landslide,0.6067,High
20259999,Dhule,243.8,22.0,23.8,88.2,0.91,Nashik Division,285,4,0,0.62,4.27,Flood,0.9543,Severe
20259999,Mumbai Suburban,123.3,37.5,25.0,96.7,0.9,Konkan,20980,3,1,0.8,3.73,Flood,0.7465,Severe
20259999,Gondia,216.0,21.3,23.1,80.4,0.97,Vidarbha,253,5,0,0.7,0.61,Landslide,0.723,Severe
20259999,Hingoli,0.2,12.9,40.3,25.0,0.05,Marathwada,244,3,0,0.68,-2.2,Drought,0.926,Severe
20259999,Kolhapur,196.9,24.7,26.2,92.6,0.82,Pune Division,504,12,0,0.75,6.35,Flood,1.0,Severe
20259999,Nandurbar,0.0,13.5,44.2,21.0,0.08,Nashik Division,277,10,0,0.72,-1.46,Heatwave,0.7822,Severe
20259999,Buldhana,280.1,44.3,26.5,88.7,0.86,Vidarbha,268,3,0,0.68,3.42,Flood,0.9613,Severe
20259999,Buldhana,0.0,15.5,43.8,11.5,0.06,Vidarbha,268,3,0,0.68,-1.77,Heatwave,0.7817,Severe
20259999,Nandurbar,160.7,29.3,20.1,91.5,0.97,Nashik Division,277,10,0,0.72,-0.15,Landslide,0.6706,High
20259999,Jalgaon,0.7,17.5,40.8,34.5,0.1,Nashik Division,360,3,0,0.65,-2.28,Drought,0.9008,Severe
20259999,Kolhapur,222.0,13.7,24.1,85.9,0.94,Pune Division,504,12,0,0.75,-0.91,Landslide,0.8365,Severe
20259999,Washim,217.0,28.8,24.3,91.9,0.96,Vidarbha,244,3,0,0.65,0.69,Landslide,0.6912,High
20259999,Aurangabad,0.0,11.4,44.3,25.6,0.16,Marathwada,366,3,0,0.72,-1.26,Heatwave,0.7769,Severe
20259999,Aurangabad,176.9,41.5,24.2,93.1,0.91,Marathwada,366,3,0,0.72,5.41,Flood,0.9238,Severe
20259999,Solapur,142.8,82.2,24.5,97.8,0.92,Pune Division,290,2,0,0.7,1.68,Cyclone,0.5582,High
20259999,Pune,111.3,101.4,26.1,92.6,0.77,Pune Division,603,10,0,0.75,0.96,Cyclone,0.58,High
20259999,Beed,292.3,17.2,26.0,94.3,0.91,Marathwada,242,2,0,0.8,5.3,Flood,1.0,Severe
20259999,Ahmednagar,205.7,28.8,23.7,89.2,0.93,Nashik Division,266,4,0,0.68,-0.17,Landslide,0.6798,High
20259999,Thane,1.3,13.3,39.4,29.4,0.11,Konkan,1157,5,1,0.75,-2.54,Drought,0.8986,Severe
20259999,Nashik,270.6,23.4,26.8,90.6,0.8,Nashik Division,393,8,0,0.7,6.47,Flood,1.0,Severe
20259999,Pune,235.3,39.4,26.5,85.3,0.91,Pune Division,603,10,0,0.75,3.68,Flood,0.9193,Severe
20259999,Dhule,2.8,14.5,36.1,17.3,0.1,Nashik Division,285,4,0,0.62,-1.73,Drought,0.8716,Severe
20259999,Ratnagiri,0.0,14.3,41.7,24.3,0.12,Konkan,197,18,1,0.8,-1.6,Heatwave,0.6864,High
20259999,Beed,0.8,9.2,38.3,29.0,0.07,Marathwada,242,2,0,0.8,-2.22,Drought,0.9189,Severe
20259999,Dhule,2.3,9.2,39.1,20.5,0.06,Nashik Division,285,4,0,0.62,-1.98,Drought,0.9034,Severe
20259999,Sangli,0.0,19.7,43.0,27.9,0.1,Pune Division,329,5,0,0.65,-2.21,Heatwave,0.7148,High
20259999,Latur,328.1,39.6,26.4,92.9,0.9,Marathwada,343,2,0,0.75,6.48,Flood,1.0,Severe
20259999,Raigad,190.5,26.5,25.0,85.2,0.8,Konkan,368,12,1,0.75,2.79,Flood,0.7792,Severe
20259999,Solapur,238.2,23.7,23.4,86.0,0.96,Pune Division,290,2,0,0.7,0.15,Landslide,0.7299,Severe
20259999,Bhandara,0.0,10.3,51.5,14.3,0.06,Vidarbha,294,2,0,0.68,-2.41,Heatwave,1.0,Severe
20259999,Buldhana,0.6,8.0,37.9,15.8,0.04,Vidarbha,268,3,0,0.68,-2.02,Drought,0.9195,Severe
20259999,Pune,0.0,10.3,42.4,23.4,0.06,Pune Division,603,10,0,0.75,-2.09,Heatwave,0.7104,High
20259999,Thane,138.0,10.5,24.3,80.3,0.98,Konkan,1157,5,1,0.75,-0.45,Landslide,0.5535,High
20259999,Raigad,228.6,30.5,27.1,94.5,0.8,Konkan,368,12,1,0.75,2.55,Flood,0.8262,Severe
20259999,Gadchiroli,0.6,7.9,37.7,27.8,0.04,Vidarbha,74,8,0,0.85,-2.14,Drought,0.9357,Severe
20259999,Amravati,208.1,76.0,26.1,88.1,0.9,Vidarbha,237,4,0,0.68,2.58,Cyclone,0.6335,High
20259999,Jalna,163.9,15.6,24.0,91.7,0.96,Marathwada,254,2,0,0.7,-0.61,Landslide,0.5628,High
20259999,Hingoli,0.8,10.6,42.3,24.1,0.05,Marathwada,244,3,0,0.68,-2.76,Drought,0.9319,Severe
20259999,Nashik,2.9,15.1,36.8,26.2,0.06,Nashik Division,393,8,0,0.7,-1.81,Drought,0.9,Severe
20259999,Nagpur,171.4,28.4,20.5,90.7,0.93,Vidarbha,470,3,0,0.7,1.49,Landslide,0.5906,High
20259999,Jalgaon,205.7,20.6,20.7,83.3,0.94,Nashik Division,360,3,0,0.65,0.26,Landslide,0.6638,High
20259999,Sangli,264.3,11.1,20.5,83.7,0.85,Pune Division,329,5,0,0.65,-0.76,Landslide,0.8147,Severe
20259999,Yavatmal,1.7,12.1,38.4,29.1,0.1,Vidarbha,204,4,0,0.72,-2.48,Drought,0.8946,Severe
20259999,Washim,188.2,19.1,24.8,87.0,0.87,Vidarbha,244,3,0,0.65,2.61,Flood,0.7655,Severe
20259999,Nashik,0.1,12.2,37.2,15.0,0.1,Nashik Division,393,8,0,0.7,-1.99,Drought,0.8934,Severe
20259999,Nandurbar,127.2,86.7,23.3,92.2,0.78,Nashik Division,277,10,0,0.72,0.89,Cyclone,0.5518,High
20259999,Nanded,2.9,17.3,37.4,33.0,0.04,Marathwada,319,3,0,0.72,-2.24,Drought,0.9134,Severe
20259999,Kolhapur,346.0,15.2,25.8,94.6,0.96,Pune Division,504,12,0,0.75,5.92,Flood,1.0,Severe
20259999,Satara,174.7,97.3,25.0,90.8,0.88,Pune Division,287,15,0,0.7,3.37,Cyclone,0.6564,High
20259999,Latur,0.1,11.5,41.4,21.3,0.09,Marathwada,343,2,0,0.75,-1.6,Drought,0.9198,Severe
20259999,Satara,2.8,11.1,38.9,22.1,0.06,Pune Division,287,15,0,0.7,-1.99,Drought,0.9088,Severe
20259999,Bhandara,291.0,21.1,23.2,94.1,0.95,Vidarbha,294,2,0,0.68,2.71,Flood,0.9508,Severe
20259999,Pune,181.3,10.2,24.8,84.3,0.8,Pune Division,603,10,0,0.75,1.01,Landslide,0.7029,High
20259999,Osmanabad,0.0,15.3,45.5,19.7,0.11,Marathwada,219,3,0,0.75,-2.12,Heatwave,0.8384,Severe
20259999,Dhule,0.0,10.4,40.9,13.4,0.15,Nashik Division,285,4,0,0.62,-1.71,Heatwave,0.6591,High
20259999,Hingoli,0.4,11.6,42.3,18.2,0.09,Marathwada,244,3,0,0.68,-2.11,Drought,0.9153,Severe
20259999,Osmanabad,336.6,33.6,27.1,88.2,0.93,Marathwada,219,3,0,0.75,5.41,Flood,1.0,Severe
20259999,Jalgaon,0.5,15.7,36.7,24.3,0.05,Nashik Division,360,3,0,0.65,-2.76,Drought,0.9075,Severe
20259999,Satara,188.7,14.8,20.6,92.0,0.9,Pune Division,287,15,0,0.7,-0.61,Landslide,0.7946,Severe
20259999,Parbhani,128.4,77.3,26.2,89.7,0.77,Marathwada,295,2,0,0.7,1.81,Cyclone,0.5203,High
20259999,Latur,181.1,13.4,22.0,84.5,0.82,Marathwada,343,2,0,0.75,0.37,Landslide,0.5925,High
20259999,Beed,203.6,26.5,20.8,86.5,0.91,Marathwada,242,2,0,0.8,0.69,Landslide,0.6571,High
20259999,Washim,1.0,5.1,38.2,24.7,0.08,Vidarbha,244,3,0,0.65,-1.6,Drought,0.8983,Severe
20259999,Thane,0.0,18.0,46.0,24.0,0.12,Konkan,1157,5,1,0.75,-2.4,Heatwave,0.8492,Severe
20259999,Mumbai Suburban,2.3,6.6,40.6,20.9,0.09,Konkan,20980,3,1,0.8,-2.64,Drought,0.9138,Severe
20259999,Amravati,153.1,10.2,23.8,81.7,0.92,Vidarbha,237,4,0,0.68,1.31,Landslide,0.5605,High
20259999,Bhandara,306.1,25.6,27.4,95.2,0.79,Vidarbha,294,2,0,0.68,3.54,Flood,0.9994,Severe
20259999,Aurangabad,0.0,16.8,42.5,22.3,0.12,Marathwada,366,3,0,0.72,-1.23,Heatwave,0.7135,High
20259999,Chandrapur,1.3,14.4,41.8,33.0,0.04,Vidarbha,193,3,0,0.75,-2.55,Drought,0.9396,Severe
20259999,Gadchiroli,0.0,12.7,45.4,24.9,0.07,Vidarbha,74,8,0,0.85,-2.03,Heatwave,0.8341,Severe
20259999,Nanded,1.3,10.2,40.1,21.3,0.09,Marathwada,319,3,0,0.72,-2.63,Drought,0.9074,Severe
20259999,Latur,0.0,9.1,46.0,15.7,0.15,Marathwada,343,2,0,0.75,-1.98,Heatwave,0.8658,Severe
20259999,Washim,172.0,40.5,23.9,89.4,0.82,Vidarbha,244,3,0,0.65,6.31,Flood,0.9479,Severe
20259999,Satara,200.0,23.8,24.9,87.8,0.84,Pune Division,287,15,0,0.7,1.81,Flood,0.7382,Severe
20259999,Osmanabad,2.3,8.8,36.6,19.1,0.09,Marathwada,219,3,0,0.75,-1.55,Drought,0.8928,Severe
20259999,Chandrapur,0.0,11.1,47.8,25.2,0.06,Vidarbha,193,3,0,0.75,-1.72,Heatwave,0.9168,Severe
20259999,Ratnagiri,2.9,15.5,37.9,29.2,0.09,Konkan,197,18,1,0.8,-1.91,Drought,0.901,Severe
20259999,Sindhudurg,0.3,6.4,41.6,20.0,0.03,Konkan,167,20,1,0.75,-2.4,Drought,0.9468,Severe
20259999,Nashik,149.1,35.2,22.0,86.4,0.85,Nashik Division,393,8,0,0.7,1.92,Flood,0.6647,High
20259999,Akola,168.8,33.6,24.5,91.6,0.97,Vidarbha,320,2,0,0.65,3.6,Flood,0.8072,Severe
20259999,Bhandara,2.0,6.6,41.2,25.4,0.05,Vidarbha,294,2,0,0.68,-2.57,Drought,0.9233,Severe
20259999,Gadchiroli,156.6,22.6,26.7,90.6,0.82,Vidarbha,74,8,0,0.85,4.76,Flood,0.8529,Severe
20259999,Ahmednagar,122.5,15.5,21.3,85.7,0.94,Nashik Division,266,4,0,0.68,0.78,Landslide,0.4936,Medium
20259999,Jalgaon,277.7,32.2,26.3,95.0,0.93,Nashik Division,360,3,0,0.65,1.91,Flood,0.8769,Severe
20259999,Gondia,2.4,12.5,36.6,32.8,0.11,Vidarbha,253,5,0,0.7,-2.7,Drought,0.8785,Severe
20259999,Osmanabad,0.0,9.8,42.9,19.2,0.09,Marathwada,219,3,0,0.75,-1.29,Heatwave,0.7383,Severe
20259999,Chandrapur,121.5,77.4,23.5,92.9,0.91,Vidarbha,193,3,0,0.75,3.33,Cyclone,0.5152,High
20259999,Dhule,0.0,14.5,41.4,17.3,0.15,Nashik Division,285,4,0,0.62,-2.46,Heatwave,0.6707,High
20259999,Jalgaon,0.4,17.8,36.1,32.7,0.06,Nashik Division,360,3,0,0.65,-2.8,Drought,0.901,Severe
20259999,Latur,281.3,41.1,25.8,97.1,0.95,Marathwada,343,2,0,0.75,1.55,Flood,0.8747,Severe
20259999,Gadchiroli,0.9,10.9,36.7,20.6,0.08,Vidarbha,74,8,0,0.85,-2.67,Drought,0.9126,Severe
20259999,Mumbai Suburban,80.7,210.0,26.1,94.4,0.76,Konkan,20980,3,1,0.8,2.77,Cyclone,1.0,Severe
20259999,Yavatmal,0.0,6.4,47.8,19.0,0.09,Vidarbha,204,4,0,0.72,-2.28,Heatwave,0.9262,Severe
20259999,Wardha,292.9,19.6,24.4,93.5,0.95,Vidarbha,206,2,0,0.65,5.46,Flood,1.0,Severe
20259999,Beed,0.0,16.0,42.7,10.9,0.13,Marathwada,242,2,0,0.8,-1.66,Heatwave,0.7521,Severe
20259999,Hingoli,0.0,16.9,42.9,19.7,0.11,Marathwada,244,3,0,0.68,-2.13,Heatwave,0.7303,Severe
20259999,Washim,116.5,16.4,23.8,93.4,0.95,Vidarbha,244,3,0,0.65,-0.37,Landslide,0.4641,Medium
20259999,Chandrapur,0.6,17.6,39.8,18.7,0.1,Vidarbha,193,3,0,0.75,-2.41,Drought,0.9071,Severe
20259999,Sangli,135.1,80.4,25.0,96.9,0.92,Pune Division,329,5,0,0.65,2.01,Cyclone,0.5356,High
20259999,Jalgaon,0.7,5.5,38.2,30.9,0.06,Nashik Division,360,3,0,0.65,-2.51,Drought,0.9084,Severe
20259999,Parbhani,0.0,5.6,44.6,18.7,0.15,Marathwada,295,2,0,0.7,-1.99,Heatwave,0.8004,Severe
20259999,Mumbai Suburban,1.0,11.8,37.0,33.9,0.08,Konkan,20980,3,1,0.8,-2.92,Drought,0.9085,Severe
20259999,Pune,139.0,16.1,26.0,89.9,0.97,Pune Division,603,10,0,0.75,0.09,Landslide,0.6247,High
20259999,Aurangabad,0.0,14.0,42.5,12.9,0.07,Marathwada,366,3,0,0.72,-2.4,Heatwave,0.7323,Severe
20259999,Amravati,273.4,29.4,24.8,89.4,0.8,Vidarbha,237,4,0,0.68,5.31,Flood,1.0,Severe
20259999,Washim,0.7,17.0,37.6,25.6,0.06,Vidarbha,244,3,0,0.65,-2.83,Drought,0.906,Severe
20259999,Jalna,86.6,84.6,23.4,89.4,0.75,Marathwada,254,2,0,0.7,0.54,Cyclone,0.4819,Medium
20259999,Nandurbar,107.1,102.8,23.3,95.3,0.75,Nashik Division,277,10,0,0.72,2.57,Cyclone,0.5753,High
20259999,Pune,191.7,79.9,23.5,97.9,0.82,Pune Division,603,10,0,0.75,3.23,Cyclone,0.6289,High
20259999,Parbhani,133.8,21.3,20.3,92.0,0.88,Marathwada,295,2,0,0.7,0.75,Landslide,0.4871,Medium
20259999,Akola,149.8,77.5,24.5,96.0,0.81,Vidarbha,320,2,0,0.65,1.6,Cyclone,0.548,High
20259999,Buldhana,178.0,25.9,24.0,86.2,0.89,Vidarbha,268,3,0,0.68,1.42,Landslide,0.5995,High
20259999,Satara,187.0,28.2,21.9,94.5,0.82,Pune Division,287,15,0,0.7,1.26,Landslide,0.7827,Severe
20259999,Beed,0.9,16.5,42.3,20.8,0.04,Marathwada,242,2,0,0.8,-2.78,Drought,0.948,Severe
20259999,Kolhapur,0.0,12.1,42.8,25.9,0.08,Pune Division,504,12,0,0.75,-1.77,Heatwave,0.721,Severe
20259999,Solapur,1.8,17.4,40.2,33.0,0.05,Pune Division,290,2,0,0.7,-2.16,Drought,0.922,Severe
20259999,Palghar,152.4,33.4,23.3,93.3,0.97,Konkan,362,8,1,0.7,6.23,Flood,0.9394,Severe
20259999,Ahmednagar,130.8,21.2,23.5,89.9,0.93,Nashik Division,266,4,0,0.68,0.5,Landslide,0.5113,High
20259999,Solapur,0.0,13.6,45.1,26.6,0.1,Pune Division,290,2,0,0.7,-1.67,Heatwave,0.804,Severe
20259999,Ahmednagar,165.1,83.2,23.9,94.9,0.91,Nashik Division,266,4,0,0.68,1.59,Cyclone,0.593,High
20259999,Aurangabad,253.9,27.6,24.0,84.6,0.89,Marathwada,366,3,0,0.72,0.78,Landslide,0.7743,Severe
20259999,Osmanabad,2.8,13.9,40.6,26.1,0.05,Marathwada,219,3,0,0.75,-2.07,Drought,0.9251,Severe
20259999,Hingoli,0.0,7.9,44.9,21.9,0.12,Marathwada,244,3,0,0.68,-1.96,Heatwave,0.8036,Severe
20259999,Mumbai City,0.0,15.4,44.4,19.2,0.16,Konkan,19652,2,1,0.85,-1.26,Heatwave,0.8066,Severe
20259999,Nagpur,1.6,11.7,36.4,26.5,0.1,Vidarbha,470,3,0,0.7,-1.83,Drought,0.885,Severe
20259999,Sangli,128.8,17.2,21.4,84.7,0.9,Pune Division,329,5,0,0.65,-0.09,Landslide,0.5148,High
20259999,Gondia,89.0,80.7,23.7,92.9,0.82,Vidarbha,253,5,0,0.7,0.71,Cyclone,0.4725,Medium
20259999,Akola,270.9,31.7,27.1,87.4,0.95,Vidarbha,320,2,0,0.65,4.39,Flood,1.0,Severe
20259999,Osmanabad,182.9,26.7,24.8,86.1,0.95,Marathwada,219,3,0,0.75,2.11,Flood,0.7499,Severe
20259999,Jalna,237.8,41.6,27.9,85.3,0.86,Marathwada,254,2,0,0.7,5.59,Flood,1.0,Severe
20259999,Latur,2.8,16.9,42.4,16.6,0.04,Marathwada,343,2,0,0.75,-1.52,Drought,0.9368,Severe
20259999,Dhule,174.8,38.1,23.6,94.5,0.95,Nashik Division,285,4,0,0.62,5.42,Flood,0.917,Severe
20259999,Chandrapur,0.0,11.0,46.7,18.8,0.07,Vidarbha,193,3,0,0.75,-1.91,Heatwave,0.8868,Severe
20259999,Ahmednagar,242.3,39.6,25.1,88.0,0.91,Nashik Division,266,4,0,0.68,5.49,Flood,1.0,Severe
20259999,Nashik,218.4,29.5,24.5,81.0,0.83,Nashik Division,393,8,0,0.7,1.05,Landslide,0.7564,Severe
20259999,Thane,0.0,15.6,44.2,27.9,0.1,Konkan,1157,5,1,0.75,-1.54,Heatwave,0.7714,Severe
20259999,Bhandara,183.3,13.7,25.0,92.6,0.84,Vidarbha,294,2,0,0.68,-0.2,Landslide,0.5924,High
20259999,Nashik,2.2,13.5,43.0,32.4,0.06,Nashik Division,393,8,0,0.7,-2.51,Drought,0.9273,Severe
20259999,Nashik,229.3,37.1,22.1,97.0,0.93,Nashik Division,393,8,0,0.7,3.47,Flood,0.8955,Severe
20259999,Buldhana,118.5,26.3,24.6,89.5,0.82,Vidarbha,268,3,0,0.68,-0.34,Landslide,0.4586,Medium
20259999,Jalna,178.1,14.5,22.1,89.8,0.96,Marathwada,254,2,0,0.7,-0.04,Landslide,0.5947,High
20259999,Raigad,209.0,160.3,23.1,90.7,0.78,Konkan,368,12,1,0.75,1.87,Cyclone,1.0,Severe
20259999,Solapur,182.1,19.3,25.7,84.8,0.96,Pune Division,290,2,0,0.7,1.44,Landslide,0.6037,High
20259999,Raigad,222.4,38.6,22.2,92.6,0.9,Konkan,368,12,1,0.75,6.14,Flood,1.0,Severe
20259999,Nashik,0.0,15.6,45.4,13.0,0.13,Nashik Division,393,8,0,0.7,-1.55,Heatwave,0.8429,Severe
20259999,Gondia,0.0,6.2,48.6,10.9,0.09,Vidarbha,253,5,0,0.7,-1.99,Heatwave,0.9715,Severe
20259999,Solapur,300.3,42.9,26.4,95.1,0.79,Pune Division,290,2,0,0.7,2.52,Flood,0.9326,Severe
20259999,Dhule,158.6,97.7,24.5,88.4,0.82,Nashik Division,285,4,0,0.62,1.75,Cyclone,0.6256,High
20259999,Raigad,0.0,16.4,42.4,16.0,0.16,Konkan,368,12,1,0.75,-1.57,Heatwave,0.7252,Severe
20259999,Buldhana,209.8,104.3,23.4,89.0,0.85,Vidarbha,268,3,0,0.68,2.06,Cyclone,0.7304,Severe
20259999,Parbhani,80.3,95.6,26.9,90.3,0.93,Marathwada,295,2,0,0.7,0.38,Cyclone,0.5091,High
20259999,Parbhani,142.3,29.9,20.0,89.6,0.96,Marathwada,295,2,0,0.7,0.68,Landslide,0.5142,High
20259999,Satara,0.0,18.4,42.6,20.3,0.16,Pune Division,287,15,0,0.7,-1.22,Heatwave,0.7194,High
20259999,Satara,103.1,84.9,23.8,94.6,0.85,Pune Division,287,15,0,0.7,0.81,Cyclone,0.5076,High
20259999,Chandrapur,199.5,109.5,24.6,97.1,0.82,Vidarbha,193,3,0,0.75,2.34,Cyclone,0.7392,Severe
20259999,Mumbai Suburban,1.2,13.8,38.1,20.3,0.08,Konkan,20980,3,1,0.8,-1.53,Drought,0.9122,Severe
20259999,Buldhana,314.3,22.6,23.7,96.5,0.8,Vidarbha,268,3,0,0.68,4.53,Flood,1.0,Severe
20259999,Jalgaon,81.8,106.9,24.5,90.6,0.86,Nashik Division,360,3,0,0.65,2.22,Cyclone,0.544,High
20259999,Sindhudurg,237.9,31.5,24.5,86.9,0.84,Konkan,167,20,1,0.75,2.73,Flood,0.8576,Severe
20259999,Bhandara,0.0,5.1,43.9,13.7,0.09,Vidarbha,294,2,0,0.68,-1.8,Heatwave,0.7812,Severe
20259999,Pune,149.7,27.4,20.9,87.4,0.97,Pune Division,603,10,0,0.75,0.56,Landslide,0.6488,High
20259999,Gondia,219.2,15.6,25.9,93.2,0.8,Vidarbha,253,5,0,0.7,3.81,Flood,0.8796,Severe
20259999,Mumbai City,183.0,19.2,24.9,92.4,0.94,Konkan,19652,2,1,0.85,-0.09,Landslide,0.6187,High
20259999,Beed,0.0,10.2,44.1,22.6,0.16,Marathwada,242,2,0,0.8,-1.91,Heatwave,0.7831,Severe
20259999,Hingoli,340.2,32.9,22.1,86.4,0.95,Marathwada,244,3,0,0.68,5.65,Flood,1.0,Severe
20259999,Nashik,0.0,7.1,42.7,10.4,0.1,Nashik Division,393,8,0,0.7,-1.22,Heatwave,0.7431,Severe
20259999,Palghar,147.4,29.2,23.7,96.6,0.82,Konkan,362,8,1,0.7,3.79,Flood,0.7666,Severe
20259999,Amravati,192.5,26.6,21.4,85.7,0.94,Vidarbha,237,4,0,0.68,0.32,Landslide,0.6511,High
20259999,Yavatmal,178.4,28.4,24.2,81.8,0.9,Vidarbha,204,4,0,0.72,1.27,Landslide,0.6194,High
20259999,Wardha,149.0,96.1,26.1,94.9,0.95,Vidarbha,206,2,0,0.65,1.79,Cyclone,0.6088,High
20259999,Dhule,0.0,18.1,40.3,27.6,0.16,Nashik Division,285,4,0,0.62,-1.72,Heatwave,0.6074,High
20259999,Nashik,131.5,29.3,22.3,94.3,0.85,Nashik Division,393,8,0,0.7,2.5,Flood,0.6704,High
20259999,Raigad,2.5,5.8,42.8,16.9,0.07,Konkan,368,12,1,0.75,-2.16,Drought,0.9259,Severe
20259999,Osmanabad,0.0,18.7,42.8,12.6,0.13,Marathwada,219,3,0,0.75,-1.64,Heatwave,0.7476,Severe
20259999,Thane,0.3,7.8,39.1,34.9,0.07,Konkan,1157,5,1,0.75,-2.17,Drought,0.9188,Severe
20259999,Bhandara,241.0,14.5,21.8,81.5,0.92,Vidarbha,294,2,0,0.68,-0.55,Landslide,0.7303,Severe
20259999,Hingoli,100.7,17.1,20.7,86.4,0.84,Marathwada,244,3,0,0.68,1.06,Landslide,0.4206,Medium
20259999,Buldhana,0.0,10.7,50.0,23.7,0.14,Vidarbha,268,3,0,0.68,-1.26,Heatwave,0.9984,Severe
20259999,Palghar,308.9,30.3,23.7,88.9,0.82,Konkan,362,8,1,0.7,2.22,Flood,0.9334,Severe
20259999,Buldhana,0.2,16.5,42.5,26.7,0.1,Vidarbha,268,3,0,0.68,-2.72,Drought,0.9123,Severe
20259999,Sindhudurg,114.4,24.2,23.0,88.6,0.89,Konkan,167,20,1,0.75,0.21,Landslide,0.7014,High
20259999,Solapur,192.2,71.2,24.6,95.4,0.94,Pune Division,290,2,0,0.7,1.07,Cyclone,0.5956,High
20259999,Amravati,135.5,16.6,23.7,85.5,0.92,Vidarbha,237,4,0,0.68,-0.41,Landslide,0.5209,High
20259999,Bhandara,94.5,99.4,25.2,96.2,0.82,Vidarbha,294,2,0,0.68,2.67,Cyclone,0.5411,High
20259999,Jalna,0.0,17.3,43.9,22.9,0.14,Marathwada,254,2,0,0.7,-1.55,Heatwave,0.7648,Severe
20259999,Buldhana,0.0,11.4,46.7,23.0,0.07,Vidarbha,268,3,0,0.68,-1.43,Heatwave,0.8714,Severe
20259999,Gondia,2.3,17.7,43.0,32.7,0.04,Vidarbha,253,5,0,0.7,-2.36,Drought,0.9359,Severe
20259999,Palghar,306.0,19.5,24.3,85.9,0.88,Konkan,362,8,1,0.7,4.49,Flood,1.0,Severe
20259999,Gadchiroli,162.7,83.6,25.9,95.6,0.81,Vidarbha,74,8,0,0.85,0.24,Cyclone,0.6077,High
20259999,Parbhani,208.7,19.0,23.1,95.0,0.9,Marathwada,295,2,0,0.7,4.01,Flood,0.8895,Severe
20259999,Sangli,0.0,7.1,41.9,16.7,0.08,Pune Division,329,5,0,0.65,-1.38,Heatwave,0.6944,High
20259999,Nashik,0.0,8.6,41.6,14.1,0.13,Nashik Division,393,8,0,0.7,-2.05,Heatwave,0.6929,High
20259999,Wardha,0.0,17.6,50.5,15.8,0.08,Vidarbha,206,2,0,0.65,-2.1,Heatwave,1.0,Severe
20259999,Mumbai City,0.0,17.5,42.0,20.7,0.07,Konkan,19652,2,1,0.85,-1.89,Heatwave,0.7103,High
20259999,Aurangabad,0.2,12.5,37.7,28.5,0.09,Marathwada,366,3,0,0.72,-1.79,Drought,0.9016,Severe
20259999,Sangli,88.5,101.7,25.4,96.4,0.82,Pune Division,329,5,0,0.65,1.59,Cyclone,0.5368,High
20259999,Amravati,0.0,16.9,47.0,23.0,0.11,Vidarbha,237,4,0,0.68,-2.06,Heatwave,0.8831,Severe
20259999,Beed,142.8,94.1,23.2,90.8,0.75,Marathwada,242,2,0,0.8,1.25,Cyclone,0.6079,High
20259999,Gadchiroli,1.0,6.6,40.2,22.5,0.1,Vidarbha,74,8,0,0.85,-2.35,Drought,0.9173,Severe
20259999,Buldhana,190.9,21.3,24.3,92.9,0.91,Vidarbha,268,3,0,0.68,4.39,Flood,0.8827,Severe
20259999,Nashik,121.2,11.2,21.9,82.0,0.89,Nashik Division,393,8,0,0.7,0.3,Landslide,0.5437,High
20259999,Wardha,291.4,44.1,27.3,86.5,0.85,Vidarbha,206,2,0,0.65,2.78,Flood,0.9376,Severe
20259999,Satara,247.3,21.8,26.3,94.5,0.78,Pune Division,287,15,0,0.7,3.48,Flood,0.9023,Severe
20259999,Gadchiroli,177.8,87.4,25.9,95.6,0.92,Vidarbha,74,8,0,0.85,0.81,Cyclone,0.643,High
20259999,Chandrapur,0.1,15.2,36.3,21.2,0.08,Vidarbha,193,3,0,0.75,-2.39,Drought,0.9038,Severe
20259999,Nanded,0.0,17.0,45.8,16.3,0.05,Marathwada,319,3,0,0.72,-2.45,Heatwave,0.8538,Severe
20259999,Thane,121.8,25.3,26.5,97.5,0.87,Konkan,1157,5,1,0.75,3.33,Flood,0.7113,High
20259999,Palghar,1.8,7.4,40.6,24.1,0.08,Konkan,362,8,1,0.7,-2.64,Drought,0.9101,Severe
20259999,Sangli,308.1,28.2,25.1,88.8,0.95,Pune Division,329,5,0,0.65,4.11,Flood,1.0,Severe
20259999,Mumbai Suburban,271.3,23.3,26.9,89.0,0.98,Konkan,20980,3,1,0.8,4.53,Flood,1.0,Severe
20259999,Yavatmal,0.2,9.5,41.2,28.1,0.05,Vidarbha,204,4,0,0.72,-2.47,Drought,0.9336,Severe
20259999,Mumbai City,162.0,16.2,21.2,86.1,0.84,Konkan,19652,2,1,0.85,1.41,Landslide,0.5615,High
20259999,Jalna,2.7,10.6,38.6,19.6,0.08,Marathwada,254,2,0,0.7,-1.97,Drought,0.899,Severe
20259999,Kolhapur,0.0,5.8,45.5,27.6,0.1,Pune Division,504,12,0,0.75,-1.7,Heatwave,0.8226,Severe
20259999,Pune,1.0,6.0,39.2,31.4,0.03,Pune Division,603,10,0,0.75,-2.13,Drought,0.9348,Severe
20259999,Thane,0.0,8.4,44.8,11.6,0.08,Konkan,1157,5,1,0.75,-2.24,Heatwave,0.8274,Severe
20259999,Chandrapur,177.9,98.8,24.3,92.4,0.79,Vidarbha,193,3,0,0.75,2.35,Cyclone,0.6712,High
